airline,flight,source_city,departure_time,stops,arrival_time,destination_city,class,duration,days_left,price,delai_reservation,duree_vol,prix_par_heure,est_direct
Vistara,UK-807,Delhi,Night,one,Morning,Hyderabad,Economy,12.42,6,11310,Dernière minute,Long ( 8-20h ),910.6280193236715,0
Vistara,UK-815,Delhi,Morning,one,Night,Hyderabad,Economy,12.83,6,11310,Dernière minute,Long ( 8-20h ),881.5276695245518,0
Vistara,UK-809,Delhi,Evening,one,Morning,Hyderabad,Economy,13.25,6,11310,Dernière minute,Long ( 8-20h ),853.5849056603773,0
Vistara,UK-813,Delhi,Evening,one,Morning,Hyderabad,Economy,15.5,6,11310,Dernière minute,Long ( 8-20h ),729.6774193548387,0
Vistara,UK-817,Delhi,Evening,one,Morning,Hyderabad,Economy,17.0,6,11310,Dernière minute,Long ( 8-20h ),665.2941176470588,0
Vistara,UK-819,Delhi,Afternoon,one,Morning,Hyderabad,Economy,18.83,6,11310,Dernière minute,Long ( 8-20h ),600.6372809346788,0
Vistara,UK-801,Delhi,Morning,one,Morning,Hyderabad,Economy,24.0,6,11310,Dernière minute,Très long ( > 20h ),471.25,0
Vistara,UK-807,Delhi,Night,one,Night,Hyderabad,Economy,24.25,6,11310,Dernière minute,Très long ( > 20h ),466.3917525773196,0
Vistara,UK-809,Delhi,Evening,one,Night,Hyderabad,Economy,25.08,6,11310,Dernière minute,Très long ( > 20h ),450.9569377990431,0
Vistara,UK-813,Delhi,Evening,one,Night,Hyderabad,Economy,27.33,6,11310,Dernière minute,Très long ( > 20h ),413.83095499451156,0
Air_India,AI-502,Delhi,Afternoon,one,Night,Hyderabad,Economy,6.75,6,11310,Dernière minute,Moyen ( 3-8h ),1675.5555555555557,0
Air_India,AI-506,Delhi,Morning,one,Evening,Hyderabad,Economy,9.25,6,11310,Dernière minute,Long ( 8-20h ),1222.7027027027027,0
Air_India,AI-506,Delhi,Morning,one,Night,Hyderabad,Economy,10.5,6,11310,Dernière minute,Long ( 8-20h ),1077.142857142857,0
Air_India,AI-504,Delhi,Night,one,Morning,Hyderabad,Economy,11.58,6,11310,Dernière minute,Long ( 8-20h ),976.6839378238342,0
Air_India,AI-803,Delhi,Early_Morning,one,Evening,Hyderabad,Economy,12.83,6,11310,Dernière minute,Long ( 8-20h ),881.5276695245518,0
Air_India,AI-540,Delhi,Night,one,Morning,Hyderabad,Economy,13.25,6,11310,Dernière minute,Long ( 8-20h ),853.5849056603773,0
Air_India,AI-803,Delhi,Early_Morning,one,Night,Hyderabad,Economy,14.08,6,11310,Dernière minute,Long ( 8-20h ),803.2670454545455,0
Air_India,AI-807,Delhi,Evening,one,Morning,Hyderabad,Economy,15.5,6,11310,Dernière minute,Long ( 8-20h ),729.6774193548387,0
Air_India,AI-537,Delhi,Evening,one,Morning,Hyderabad,Economy,17.67,6,11310,Dernière minute,Long ( 8-20h ),640.0679117147707,0
Air_India,AI-502,Delhi,Afternoon,one,Morning,Hyderabad,Economy,19.33,6,11310,Dernière minute,Long ( 8-20h ),585.1008794619762,0
Air_India,AI-429,Delhi,Morning,one,Morning,Hyderabad,Economy,24.08,6,11310,Dernière minute,Très long ( > 20h ),469.6843853820598,0
Air_India,AI-502,Delhi,Afternoon,one,Evening,Hyderabad,Economy,6.25,6,11678,Dernière minute,Moyen ( 3-8h ),1868.48,0
Air_India,AI-506,Delhi,Morning,one,Evening,Hyderabad,Economy,10.0,6,11678,Dernière minute,Long ( 8-20h ),1167.8,0
Air_India,AI-803,Delhi,Early_Morning,one,Evening,Hyderabad,Economy,13.58,6,11678,Dernière minute,Long ( 8-20h ),859.9410898379971,0
Indigo,6E-2479,Delhi,Morning,one,Evening,Hyderabad,Economy,7.0,6,11835,Dernière minute,Moyen ( 3-8h ),1690.7142857142858,0
Vistara,UK-637,Delhi,Evening,one,Evening,Hyderabad,Economy,24.33,7,10470,Dernière minute,Très long ( > 20h ),430.3329223181258,0
Indigo,6E-2843,Delhi,Afternoon,one,Night,Hyderabad,Economy,5.58,7,10260,Dernière minute,Moyen ( 3-8h ),1838.7096774193549,0
Air_India,AI-481,Delhi,Morning,two_or_more,Night,Hyderabad,Economy,36.92,7,10474,Dernière minute,Très long ( > 20h ),283.69447453954496,0
Air_India,AI-435,Delhi,Early_Morning,two_or_more,Night,Hyderabad,Economy,39.67,7,10474,Dernière minute,Très long ( > 20h ),264.0282329216032,0
Indigo,6E-2083,Delhi,Early_Morning,one,Afternoon,Hyderabad,Economy,7.17,7,10628,Dernière minute,Moyen ( 3-8h ),1482.2873082287308,0
Indigo,6E-397,Delhi,Afternoon,one,Night,Hyderabad,Economy,8.75,7,10734,Dernière minute,Long ( 8-20h ),1226.7428571428572,0
Vistara,UK-817,Delhi,Evening,one,Night,Hyderabad,Economy,4.83,7,11310,Dernière minute,Moyen ( 3-8h ),2341.614906832298,0
Vistara,UK-819,Delhi,Afternoon,one,Night,Hyderabad,Economy,6.67,7,11310,Dernière minute,Moyen ( 3-8h ),1695.6521739130435,0
Vistara,UK-801,Delhi,Morning,one,Night,Hyderabad,Economy,11.83,7,11310,Dernière minute,Long ( 8-20h ),956.0439560439561,0
Vistara,UK-807,Delhi,Night,one,Morning,Hyderabad,Economy,12.42,7,11310,Dernière minute,Long ( 8-20h ),910.6280193236715,0
Vistara,UK-815,Delhi,Morning,one,Night,Hyderabad,Economy,12.83,7,11310,Dernière minute,Long ( 8-20h ),881.5276695245518,0
Vistara,UK-809,Delhi,Evening,one,Morning,Hyderabad,Economy,13.25,7,11310,Dernière minute,Long ( 8-20h ),853.5849056603773,0
Vistara,UK-811,Delhi,Early_Morning,one,Night,Hyderabad,Economy,15.0,7,11310,Dernière minute,Long ( 8-20h ),754.0,0
Vistara,UK-813,Delhi,Evening,one,Morning,Hyderabad,Economy,15.5,7,11310,Dernière minute,Long ( 8-20h ),729.6774193548387,0
Vistara,UK-817,Delhi,Evening,one,Morning,Hyderabad,Economy,17.0,7,11310,Dernière minute,Long ( 8-20h ),665.2941176470588,0
Vistara,UK-819,Delhi,Afternoon,one,Morning,Hyderabad,Economy,18.83,7,11310,Dernière minute,Long ( 8-20h ),600.6372809346788,0
Vistara,UK-801,Delhi,Morning,one,Morning,Hyderabad,Economy,24.0,7,11310,Dernière minute,Très long ( > 20h ),471.25,0
Vistara,UK-807,Delhi,Night,one,Night,Hyderabad,Economy,24.25,7,11310,Dernière minute,Très long ( > 20h ),466.3917525773196,0
Vistara,UK-815,Delhi,Morning,one,Morning,Hyderabad,Economy,25.0,7,11310,Dernière minute,Très long ( > 20h ),452.4,0
Vistara,UK-809,Delhi,Evening,one,Night,Hyderabad,Economy,25.08,7,11310,Dernière minute,Très long ( > 20h ),450.9569377990431,0
Vistara,UK-813,Delhi,Evening,one,Night,Hyderabad,Economy,27.33,7,11310,Dernière minute,Très long ( > 20h ),413.83095499451156,0
Indigo,6E-2102,Delhi,Early_Morning,one,Evening,Hyderabad,Economy,10.25,7,11310,Dernière minute,Long ( 8-20h ),1103.4146341463415,0
Air_India,AI-504,Delhi,Night,one,Evening,Hyderabad,Economy,22.5,7,11310,Dernière minute,Très long ( > 20h ),502.6666666666667,0
Air_India,AI-504,Delhi,Night,one,Night,Hyderabad,Economy,23.0,7,11310,Dernière minute,Très long ( > 20h ),491.7391304347826,0
Air_India,AI-807,Delhi,Evening,one,Evening,Hyderabad,Economy,26.42,7,11310,Dernière minute,Très long ( > 20h ),428.0847842543527,0
Air_India,AI-807,Delhi,Evening,one,Night,Hyderabad,Economy,26.92,7,11310,Dernière minute,Très long ( > 20h ),420.1337295690936,0
Vistara,UK-981,Delhi,Night,one,Early_Morning,Hyderabad,Economy,10.0,8,10260,Achat court terme,Long ( 8-20h ),1026.0,0
Vistara,UK-985,Delhi,Evening,one,Early_Morning,Hyderabad,Economy,12.0,8,10260,Achat court terme,Long ( 8-20h ),855.0,0
Vistara,UK-981,Delhi,Night,one,Afternoon,Hyderabad,Economy,14.42,8,10260,Achat court terme,Long ( 8-20h ),711.511789181692,0
Vistara,UK-985,Delhi,Evening,one,Afternoon,Hyderabad,Economy,16.42,8,10260,Achat court terme,Long ( 8-20h ),624.8477466504262,0
Vistara,UK-637,Delhi,Evening,one,Evening,Hyderabad,Economy,24.33,8,10470,Achat court terme,Très long ( > 20h ),430.3329223181258,0
Vistara,UK-977,Delhi,Evening,one,Early_Morning,Hyderabad,Economy,12.83,8,10575,Achat court terme,Long ( 8-20h ),824.2400623538581,0
Vistara,UK-977,Delhi,Evening,one,Afternoon,Hyderabad,Economy,17.25,8,10575,Achat court terme,Long ( 8-20h ),613.0434782608696,0
Indigo,6E-2843,Delhi,Afternoon,one,Night,Hyderabad,Economy,5.58,8,10260,Achat court terme,Moyen ( 3-8h ),1838.7096774193549,0
Indigo,6E-397,Delhi,Afternoon,one,Night,Hyderabad,Economy,8.75,8,10260,Achat court terme,Long ( 8-20h ),1172.5714285714287,0
Air_India,AI-481,Delhi,Morning,two_or_more,Night,Hyderabad,Economy,36.92,8,10474,Achat court terme,Très long ( > 20h ),283.69447453954496,0
Air_India,AI-473,Delhi,Evening,one,Afternoon,Hyderabad,Economy,17.75,8,10680,Achat court terme,Long ( 8-20h ),601.6901408450705,0
Air_India,AI-877,Delhi,Morning,one,Afternoon,Hyderabad,Economy,25.42,8,10680,Achat court terme,Très long ( > 20h ),420.1416207710464,0
Vistara,UK-817,Delhi,Evening,one,Night,Hyderabad,Economy,4.83,8,11310,Achat court terme,Moyen ( 3-8h ),2341.614906832298,0
Vistara,UK-819,Delhi,Afternoon,one,Night,Hyderabad,Economy,6.67,8,11310,Achat court terme,Moyen ( 3-8h ),1695.6521739130435,0
Vistara,UK-801,Delhi,Morning,one,Night,Hyderabad,Economy,11.83,8,11310,Achat court terme,Long ( 8-20h ),956.0439560439561,0
Vistara,UK-815,Delhi,Morning,one,Night,Hyderabad,Economy,12.83,8,11310,Achat court terme,Long ( 8-20h ),881.5276695245518,0
Vistara,UK-811,Delhi,Early_Morning,one,Night,Hyderabad,Economy,15.0,8,11310,Achat court terme,Long ( 8-20h ),754.0,0
Vistara,UK-807,Delhi,Night,one,Night,Hyderabad,Economy,24.25,8,11310,Achat court terme,Très long ( > 20h ),466.3917525773196,0
Vistara,UK-809,Delhi,Evening,one,Night,Hyderabad,Economy,25.08,8,11310,Achat court terme,Très long ( > 20h ),450.9569377990431,0
Vistara,UK-813,Delhi,Evening,one,Night,Hyderabad,Economy,27.33,8,11310,Achat court terme,Très long ( > 20h ),413.83095499451156,0
Vistara,UK-807,Delhi,Night,one,Morning,Hyderabad,Economy,12.42,8,11520,Achat court terme,Long ( 8-20h ),927.536231884058,0
Vistara,UK-809,Delhi,Evening,one,Morning,Hyderabad,Economy,13.25,8,11520,Achat court terme,Long ( 8-20h ),869.433962264151,0
Vistara,UK-813,Delhi,Evening,one,Morning,Hyderabad,Economy,15.5,8,11520,Achat court terme,Long ( 8-20h ),743.2258064516129,0
Air_India,AI-502,Delhi,Afternoon,one,Evening,Hyderabad,Economy,6.25,8,11310,Achat court terme,Moyen ( 3-8h ),1809.6,0
Air_India,AI-502,Delhi,Afternoon,one,Night,Hyderabad,Economy,6.75,8,11310,Achat court terme,Moyen ( 3-8h ),1675.5555555555557,0
Air_India,AI-506,Delhi,Morning,one,Evening,Hyderabad,Economy,10.0,8,11310,Achat court terme,Long ( 8-20h ),1131.0,0
Air_India,AI-506,Delhi,Morning,one,Night,Hyderabad,Economy,10.5,8,11310,Achat court terme,Long ( 8-20h ),1077.142857142857,0
Air_India,AI-504,Delhi,Night,one,Early_Morning,Hyderabad,Economy,10.58,8,11310,Achat court terme,Long ( 8-20h ),1068.9981096408317,0
Air_India,AI-540,Delhi,Night,one,Morning,Hyderabad,Economy,13.25,8,11310,Achat court terme,Long ( 8-20h ),853.5849056603773,0
Air_India,AI-803,Delhi,Early_Morning,one,Evening,Hyderabad,Economy,13.58,8,11310,Achat court terme,Long ( 8-20h ),832.8424153166421,0
Air_India,AI-803,Delhi,Early_Morning,one,Night,Hyderabad,Economy,14.08,8,11310,Achat court terme,Long ( 8-20h ),803.2670454545455,0
Air_India,AI-807,Delhi,Evening,one,Early_Morning,Hyderabad,Economy,14.5,8,11310,Achat court terme,Long ( 8-20h ),780.0,0
Air_India,AI-537,Delhi,Evening,one,Morning,Hyderabad,Economy,17.67,8,11310,Achat court terme,Long ( 8-20h ),640.0679117147707,0
Air_India,AI-502,Delhi,Afternoon,one,Early_Morning,Hyderabad,Economy,18.33,8,11310,Achat court terme,Long ( 8-20h ),617.0212765957448,0
Air_India,AI-504,Delhi,Night,one,Evening,Hyderabad,Economy,21.75,8,11310,Achat court terme,Très long ( > 20h ),520.0,0
Air_India,AI-429,Delhi,Morning,one,Morning,Hyderabad,Economy,24.08,8,11310,Achat court terme,Très long ( > 20h ),469.6843853820598,0
Air_India,AI-807,Delhi,Evening,one,Evening,Hyderabad,Economy,25.67,8,11310,Achat court terme,Très long ( > 20h ),440.5921308920919,0
Indigo,6E-128,Delhi,Early_Morning,two_or_more,Afternoon,Hyderabad,Economy,7.33,8,11567,Achat court terme,Moyen ( 3-8h ),1578.0354706684857,0
GO_FIRST,G8-103,Delhi,Evening,one,Morning,Hyderabad,Economy,15.25,8,11993,Achat court terme,Long ( 8-20h ),786.4262295081967,0
Air_India,AI-805,Delhi,Evening,one,Night,Hyderabad,Economy,25.58,9,10155,Achat court terme,Très long ( > 20h ),396.989835809226,0
Air_India,AI-624,Delhi,Evening,one,Night,Hyderabad,Economy,26.58,9,10155,Achat court terme,Très long ( > 20h ),382.0541760722348,0
Air_India,AI-441,Delhi,Evening,one,Night,Hyderabad,Economy,27.75,9,10155,Achat court terme,Très long ( > 20h ),365.94594594594594,0
Air_India,AI-483,Delhi,Evening,one,Evening,Hyderabad,Economy,25.08,9,10168,Achat court terme,Très long ( > 20h ),405.4226475279107,0
Indigo,6E-358,Delhi,Morning,one,Afternoon,Hyderabad,Economy,5.83,9,10838,Achat court terme,Moyen ( 3-8h ),1859.0051457975985,0
Air_India,AI-473,Delhi,Evening,one,Afternoon,Hyderabad,Economy,17.75,9,10680,Achat court terme,Long ( 8-20h ),601.6901408450705,0
Indigo,6E-358,Delhi,Morning,one,Evening,Hyderabad,Economy,7.75,9,11153,Achat court terme,Moyen ( 3-8h ),1439.0967741935483,0
Air_India,AI-467,Delhi,Evening,one,Night,Hyderabad,Economy,26.5,9,10828,Achat court terme,Très long ( > 20h ),408.60377358490564,0
Air_India,AI-467,Delhi,Evening,one,Night,Hyderabad,Economy,27.08,9,10828,Achat court terme,Très long ( > 20h ),399.85228951255544,0
Indigo,6E-2843,Delhi,Afternoon,one,Night,Hyderabad,Economy,5.58,9,10838,Achat court terme,Moyen ( 3-8h ),1942.2939068100359,0
Indigo,6E-397,Delhi,Afternoon,one,Night,Hyderabad,Economy,8.75,9,10838,Achat court terme,Long ( 8-20h ),1238.6285714285714,0
Vistara,UK-817,Delhi,Evening,one,Night,Hyderabad,Economy,4.83,9,11310,Achat court terme,Moyen ( 3-8h ),2341.614906832298,0
Vistara,UK-819,Delhi,Afternoon,one,Night,Hyderabad,Economy,6.67,9,11310,Achat court terme,Moyen ( 3-8h ),1695.6521739130435,0
Vistara,UK-801,Delhi,Morning,one,Night,Hyderabad,Economy,11.83,9,11310,Achat court terme,Long ( 8-20h ),956.0439560439561,0
Vistara,UK-807,Delhi,Night,one,Morning,Hyderabad,Economy,12.42,9,11310,Achat court terme,Long ( 8-20h ),910.6280193236715,0
Vistara,UK-815,Delhi,Morning,one,Night,Hyderabad,Economy,12.83,9,11310,Achat court terme,Long ( 8-20h ),881.5276695245518,0
Vistara,UK-809,Delhi,Evening,one,Morning,Hyderabad,Economy,13.25,9,11310,Achat court terme,Long ( 8-20h ),853.5849056603773,0
Vistara,UK-811,Delhi,Early_Morning,one,Night,Hyderabad,Economy,15.0,9,11310,Achat court terme,Long ( 8-20h ),754.0,0
Vistara,UK-813,Delhi,Evening,one,Morning,Hyderabad,Economy,15.5,9,11310,Achat court terme,Long ( 8-20h ),729.6774193548387,0
Vistara,UK-817,Delhi,Evening,one,Morning,Hyderabad,Economy,17.0,9,11310,Achat court terme,Long ( 8-20h ),665.2941176470588,0
Vistara,UK-819,Delhi,Afternoon,one,Morning,Hyderabad,Economy,18.83,9,11310,Achat court terme,Long ( 8-20h ),600.6372809346788,0
Vistara,UK-801,Delhi,Morning,one,Morning,Hyderabad,Economy,24.0,9,11310,Achat court terme,Très long ( > 20h ),471.25,0
Vistara,UK-807,Delhi,Night,one,Night,Hyderabad,Economy,24.25,9,11310,Achat court terme,Très long ( > 20h ),466.3917525773196,0
Vistara,UK-637,Delhi,Evening,one,Evening,Hyderabad,Economy,24.33,9,11310,Achat court terme,Très long ( > 20h ),464.8581997533909,0
Vistara,UK-815,Delhi,Morning,one,Morning,Hyderabad,Economy,25.0,9,11310,Achat court terme,Très long ( > 20h ),452.4,0
Vistara,UK-809,Delhi,Evening,one,Night,Hyderabad,Economy,25.08,9,11310,Achat court terme,Très long ( > 20h ),450.9569377990431,0
Vistara,UK-813,Delhi,Evening,one,Night,Hyderabad,Economy,27.33,9,11310,Achat court terme,Très long ( > 20h ),413.83095499451156,0
Air_India,AI-504,Delhi,Night,one,Early_Morning,Hyderabad,Economy,10.58,9,11310,Achat court terme,Long ( 8-20h ),1068.9981096408317,0
Air_India,AI-803,Delhi,Early_Morning,one,Evening,Hyderabad,Economy,12.83,9,11310,Achat court terme,Long ( 8-20h ),881.5276695245518,0
Air_India,AI-504,Delhi,Night,one,Evening,Hyderabad,Economy,21.75,9,11310,Achat court terme,Très long ( > 20h ),520.0,0
Air_India,AI-504,Delhi,Night,one,Evening,Hyderabad,Economy,22.5,9,11310,Achat court terme,Très long ( > 20h ),502.6666666666667,0
Air_India,AI-504,Delhi,Night,one,Night,Hyderabad,Economy,23.0,9,11310,Achat court terme,Très long ( > 20h ),491.7391304347826,0
Air_India,AI-803,Delhi,Early_Morning,one,Early_Morning,Hyderabad,Economy,25.67,9,11310,Achat court terme,Très long ( > 20h ),440.5921308920919,0
Air_India,AI-489,Delhi,Evening,one,Afternoon,Hyderabad,Economy,19.58,9,11458,Achat court terme,Long ( 8-20h ),585.1889683350358,0
Vistara,UK-945,Delhi,Morning,one,Night,Hyderabad,Economy,9.25,10,10260,Achat court terme,Long ( 8-20h ),1109.1891891891892,0
Vistara,UK-941,Delhi,Evening,one,Early_Morning,Hyderabad,Economy,15.08,10,10260,Achat court terme,Long ( 8-20h ),680.3713527851459,0
Vistara,UK-941,Delhi,Evening,one,Afternoon,Hyderabad,Economy,19.5,10,10260,Achat court terme,Long ( 8-20h ),526.1538461538462,0
Vistara,UK-945,Delhi,Morning,one,Early_Morning,Hyderabad,Economy,20.17,10,10260,Achat court terme,Très long ( > 20h ),508.6762518591968,0
Indigo,6E-2083,Delhi,Early_Morning,one,Afternoon,Hyderabad,Economy,7.17,10,10050,Achat court terme,Moyen ( 3-8h ),1401.673640167364,0
Vistara,UK-637,Delhi,Evening,one,Evening,Hyderabad,Economy,24.33,10,10470,Achat court terme,Très long ( > 20h ),430.3329223181258,0
Air_India,AI-865,Delhi,Morning,one,Night,Hyderabad,Economy,10.92,10,10155,Achat court terme,Long ( 8-20h ),929.945054945055,0
Air_India,AI-678,Delhi,Morning,one,Night,Hyderabad,Economy,12.58,10,10155,Achat court terme,Long ( 8-20h ),807.2337042925278,0
Air_India,AI-665,Delhi,Early_Morning,one,Night,Hyderabad,Economy,13.58,10,10155,Achat court terme,Long ( 8-20h ),747.7908689248895,0
Air_India,AI-887,Delhi,Early_Morning,one,Night,Hyderabad,Economy,14.58,10,10155,Achat court terme,Long ( 8-20h ),696.5020576131687,0
Air_India,AI-441,Delhi,Evening,one,Night,Hyderabad,Economy,27.75,10,10155,Achat court terme,Très long ( > 20h ),365.94594594594594,0
Vistara,UK-993,Delhi,Afternoon,one,Night,Hyderabad,Economy,8.08,10,10575,Achat court terme,Long ( 8-20h ),1308.7871287128712,0
Vistara,UK-985,Delhi,Evening,one,Early_Morning,Hyderabad,Economy,12.0,10,10575,Achat court terme,Long ( 8-20h ),881.25,0
Vistara,UK-985,Delhi,Evening,one,Afternoon,Hyderabad,Economy,16.42,10,10575,Achat court terme,Long ( 8-20h ),644.0316686967112,0
Vistara,UK-993,Delhi,Afternoon,one,Early_Morning,Hyderabad,Economy,19.0,10,10575,Achat court terme,Long ( 8-20h ),556.578947368421,0
Indigo,6E-397,Delhi,Afternoon,one,Night,Hyderabad,Economy,8.75,10,10365,Achat court terme,Long ( 8-20h ),1184.5714285714287,0
Indigo,6E-358,Delhi,Morning,one,Evening,Hyderabad,Economy,7.75,10,10838,Achat court terme,Moyen ( 3-8h ),1398.4516129032259,0
Indigo,6E-2843,Delhi,Afternoon,one,Night,Hyderabad,Economy,5.58,10,10575,Achat court terme,Moyen ( 3-8h ),1895.1612903225807,0
Air_India,AI-624,Delhi,Evening,one,Night,Hyderabad,Economy,26.58,10,10575,Achat court terme,Très long ( > 20h ),397.8555304740407,0
Air_India,AI-493,Delhi,Early_Morning,one,Afternoon,Hyderabad,Economy,9.5,10,10828,Achat court terme,Long ( 8-20h ),1139.7894736842106,0
Air_India,AI-467,Delhi,Evening,one,Night,Hyderabad,Economy,27.08,10,10828,Achat court terme,Très long ( > 20h ),399.85228951255544,0
Air_India,AI-483,Delhi,Evening,one,Evening,Hyderabad,Economy,25.08,10,10955,Achat court terme,Très long ( > 20h ),436.8022328548645,0
Vistara,UK-801,Delhi,Morning,one,Night,Hyderabad,Economy,11.83,10,11310,Achat court terme,Long ( 8-20h ),956.0439560439561,0
Vistara,UK-807,Delhi,Night,one,Morning,Hyderabad,Economy,12.42,10,11310,Achat court terme,Long ( 8-20h ),910.6280193236715,0
Vistara,UK-815,Delhi,Morning,one,Night,Hyderabad,Economy,12.83,10,11310,Achat court terme,Long ( 8-20h ),881.5276695245518,0
Vistara,UK-811,Delhi,Early_Morning,one,Night,Hyderabad,Economy,15.0,10,11310,Achat court terme,Long ( 8-20h ),754.0,0
Vistara,UK-801,Delhi,Morning,one,Morning,Hyderabad,Economy,24.0,10,11310,Achat court terme,Très long ( > 20h ),471.25,0
Vistara,UK-807,Delhi,Night,one,Night,Hyderabad,Economy,24.25,10,11310,Achat court terme,Très long ( > 20h ),466.3917525773196,0
Vistara,UK-815,Delhi,Morning,one,Morning,Hyderabad,Economy,25.0,10,11310,Achat court terme,Très long ( > 20h ),452.4,0
Vistara,UK-811,Delhi,Early_Morning,one,Morning,Hyderabad,Economy,27.17,10,11310,Achat court terme,Très long ( > 20h ),416.267942583732,0
Air_India,AI-805,Delhi,Evening,one,Night,Hyderabad,Economy,25.58,10,10995,Achat court terme,Très long ( > 20h ),429.8279906176701,0
Vistara,UK-933,Delhi,Afternoon,one,Night,Hyderabad,Economy,5.42,10,11415,Achat court terme,Moyen ( 3-8h ),2106.088560885609,0
Vistara,UK-951,Delhi,Afternoon,one,Night,Hyderabad,Economy,6.58,10,11415,Achat court terme,Moyen ( 3-8h ),1734.8024316109422,0
Vistara,UK-981,Delhi,Night,one,Early_Morning,Hyderabad,Economy,10.0,10,11415,Achat court terme,Long ( 8-20h ),1141.5,0
Vistara,UK-809,Delhi,Evening,one,Morning,Hyderabad,Economy,13.25,10,11415,Achat court terme,Long ( 8-20h ),861.5094339622641,0
Vistara,UK-981,Delhi,Night,one,Afternoon,Hyderabad,Economy,14.42,10,11415,Achat court terme,Long ( 8-20h ),791.6088765603329,0
Vistara,UK-933,Delhi,Afternoon,one,Early_Morning,Hyderabad,Economy,16.33,10,11415,Achat court terme,Long ( 8-20h ),699.0202082057564,0
Vistara,UK-951,Delhi,Afternoon,one,Early_Morning,Hyderabad,Economy,17.5,10,11415,Achat court terme,Long ( 8-20h ),652.2857142857143,0
Vistara,UK-809,Delhi,Evening,one,Night,Hyderabad,Economy,25.08,10,11415,Achat court terme,Très long ( > 20h ),455.14354066985646,0
Indigo,6E-2346,Delhi,Early_Morning,one,Evening,Hyderabad,Economy,8.75,10,11153,Achat court terme,Long ( 8-20h ),1274.6285714285714,0
Indigo,6E-128,Delhi,Early_Morning,one,Evening,Hyderabad,Economy,10.58,10,11153,Achat court terme,Long ( 8-20h ),1054.1587901701323,0
Indigo,6E-2102,Delhi,Early_Morning,one,Evening,Hyderabad,Economy,10.25,10,11205,Achat court terme,Long ( 8-20h ),1093.1707317073171,0
Air_India,AI-504,Delhi,Night,one,Morning,Hyderabad,Economy,11.58,10,11310,Achat court terme,Long ( 8-20h ),976.6839378238342,0
Air_India,AI-803,Delhi,Early_Morning,one,Evening,Hyderabad,Economy,12.83,10,11310,Achat court terme,Long ( 8-20h ),881.5276695245518,0
Air_India,AI-803,Delhi,Early_Morning,one,Evening,Hyderabad,Economy,13.58,10,11310,Achat court terme,Long ( 8-20h ),832.8424153166421,0
Air_India,AI-803,Delhi,Early_Morning,one,Night,Hyderabad,Economy,14.08,10,11310,Achat court terme,Long ( 8-20h ),803.2670454545455,0
Air_India,AI-504,Delhi,Night,one,Evening,Hyderabad,Economy,21.75,10,11310,Achat court terme,Très long ( > 20h ),520.0,0
Air_India,AI-504,Delhi,Night,one,Night,Hyderabad,Economy,23.0,10,11310,Achat court terme,Très long ( > 20h ),491.7391304347826,0
Air_India,AI-803,Delhi,Early_Morning,one,Morning,Hyderabad,Economy,26.67,10,11310,Achat court terme,Très long ( > 20h ),424.07199100112484,0
Indigo,6E-2083,Delhi,Early_Morning,one,Morning,Hyderabad,Economy,5.5,10,11835,Achat court terme,Moyen ( 3-8h ),2151.818181818182,0
AirAsia,I5-721,Delhi,Night,one,Morning,Chennai,Economy,11.75,5,10811,Dernière minute,Long ( 8-20h ),920.0851063829788,0
Indigo,6E-2193,Delhi,Afternoon,two_or_more,Night,Chennai,Economy,7.0,5,10586,Dernière minute,Moyen ( 3-8h ),1512.2857142857142,0
Vistara,UK-955,Delhi,Evening,one,Night,Chennai,Economy,5.33,5,11520,Dernière minute,Moyen ( 3-8h ),2161.3508442776733,0
Vistara,UK-951,Delhi,Afternoon,one,Evening,Chennai,Economy,5.58,5,11520,Dernière minute,Moyen ( 3-8h ),2064.516129032258,0
Vistara,UK-941,Delhi,Evening,one,Night,Chennai,Economy,6.33,5,11520,Dernière minute,Moyen ( 3-8h ),1819.9052132701422,0
Vistara,UK-993,Delhi,Afternoon,one,Evening,Chennai,Economy,7.08,5,11520,Dernière minute,Moyen ( 3-8h ),1627.1186440677966,0
Vistara,UK-933,Delhi,Afternoon,one,Night,Chennai,Economy,7.58,5,11520,Dernière minute,Moyen ( 3-8h ),1519.7889182058047,0
Vistara,UK-945,Delhi,Morning,one,Evening,Chennai,Economy,8.25,5,11520,Dernière minute,Long ( 8-20h ),1396.3636363636363,0
Vistara,UK-951,Delhi,Afternoon,one,Night,Chennai,Economy,8.75,5,11520,Dernière minute,Long ( 8-20h ),1316.5714285714287,0
Vistara,UK-995,Delhi,Morning,one,Evening,Chennai,Economy,9.58,5,11520,Dernière minute,Long ( 8-20h ),1202.5052192066805,0
Vistara,UK-993,Delhi,Afternoon,one,Night,Chennai,Economy,10.25,5,11520,Dernière minute,Long ( 8-20h ),1123.9024390243903,0
Vistara,UK-927,Delhi,Morning,one,Evening,Chennai,Economy,10.42,5,11520,Dernière minute,Long ( 8-20h ),1105.566218809981,0
Vistara,UK-963,Delhi,Morning,one,Evening,Chennai,Economy,11.08,5,11520,Dernière minute,Long ( 8-20h ),1039.71119133574,0
Vistara,UK-945,Delhi,Morning,one,Night,Chennai,Economy,11.42,5,11520,Dernière minute,Long ( 8-20h ),1008.7565674255692,0
Vistara,UK-943,Delhi,Early_Morning,one,Evening,Chennai,Economy,12.42,5,11520,Dernière minute,Long ( 8-20h ),927.536231884058,0
